id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
6637,9,105000.0,40,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$500,001 - $1,000,000",10 - 15 years,individual,2
6639,3,60000.0,36,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",10 - 15 years,individual,2
6639,3,60000.0,36,Entrepreneur/Investor,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
6642,6,85000.0,81,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Single,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,individual,0
6642,6,85000.0,81,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",> 20 years,Unknown,0
6642,6,85000.0,81,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Single,1 – 5 years,"$250,001 - $500,000",> 20 years,Unknown,0
6643,9,95000.0,38,Consulting,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,10 – 20 years,"$500,001 - $1,000,000",> 20 years,joint,2
6651,3,55000.0,40,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,1 – 5 years,"$250,001 - $500,000",15 - 20 years,individual,2
6655,1,10000.0,52,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",1 - 5 years,joint,1
6658,2,20000.0,45,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",15 - 20 years,joint,4
6662,3,50000.0,31,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,10 - 15 years,Unknown,2
6662,3,50000.0,31,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,5 – 10 years,"$500,001 - $1,000,000",10 - 15 years,individual,2
6663,8,165000.0,43,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",1 - 5 years,joint,2
6663,8,165000.0,43,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$500,001 - $1,000,000",1 - 5 years,Unknown,2
6664,5,50000.0,54,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Divorced,5 – 10 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,3
6674,1,15000.0,32,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$250,001 - $500,000",5 - 10 years,individual,4
